time,userID,longitude,latitude,average,standard,amount
2019/10/1 16:11,,,,0.69,0.46,1
2019/10/1 16:16,123,24.02981969,120.6933913,1.42,0.63,16
2019/10/1 16:16,123,24.02982383,120.6933951,0.79,0.41,16
2019/10/1 16:16,123,24.03173406,120.6902785,4.65,1.18,16
2019/10/1 16:16,123,24.03174231,120.690262,2.96,0.86,16
2019/10/1 16:17,123,24.03174653,120.6902711,3.17,1.09,16
2019/10/1 16:17,123,24.03173789,120.6902846,1.22,0.69,16
2019/10/1 16:17,123,24.03173789,120.6902846,3.25,1.18,16
2019/10/1 16:17,123,24.03173,120.6902673,1.28,0.64,16
2019/10/1 16:17,123,24.03172669,120.6902655,2.03,0.78,16
2019/10/1 16:17,123,24.03172006,120.6902495,6.73,1.43,16
2019/10/1 16:17,123,24.03171083,120.6902435,2.83,0.91,16
2019/10/1 16:17,123,24.03170853,120.6902451,0.51,0.5,16
2019/10/1 16:17,123,24.03170339,120.6902494,1.5,0.6,16
2019/10/1 16:18,123,24.03170197,120.6902465,5.03,1.31,16
2019/10/1 16:18,123,24.03170044,120.690252,2.38,0.63,16
2019/10/1 16:18,123,24.03169725,120.6902462,0.8,0.4,16
2019/10/1 16:22,123,,,2.52,0.97,1
2019/10/1 16:23,123,,,2.53,0.94,1
2019/10/1 16:39,TARI,24.02981969,120.6933913,7.74,1.63,15
2019/10/1 16:39,TARI,24.02982383,120.6933951,6.46,1.52,15
2019/10/1 16:40,TARI,24.03173406,120.6902785,4.66,1.23,15
2019/10/1 16:40,TARI,24.03174231,120.690262,5.77,1.42,15
2019/10/1 16:40,TARI,24.03174653,120.6902711,4.2,1.09,15
2019/10/1 16:40,TARI,24.03173789,120.6902846,4.16,1.11,15
2019/10/1 16:40,TARI,24.03173789,120.6902846,4.06,1.09,15
2019/10/1 16:40,TARI,24.03173,120.6902673,4.06,1.08,15
2019/10/1 16:40,TARI,24.03172669,120.6902655,3.65,0.88,15
2019/10/1 16:40,TARI,24.03172006,120.6902495,3.38,1.01,15
2019/10/1 16:40,TARI,24.03171083,120.6902435,4.88,1.15,15
2019/10/1 16:41,TARI,24.03170853,120.6902451,4.45,1.21,15
2019/10/1 16:41,TARI,24.03170339,120.6902494,3.84,1.33,15
2019/10/1 16:41,TARI,24.03170197,120.6902465,5,1.19,15
2019/10/1 16:41,TARI,24.03170044,120.690252,7.35,1.53,15
2019/10/2 13:23,test,,,2.53,0.94,1
2019/10/2 13:31,test,24.03170853,120.6902451,0.49,0.5,1
2019/10/2 13:35,test,24.03170853,120.6902451,0.51,0.5,1
2019/10/2 13:42,test,24.03170853,120.6902451,0.51,0.5,1
2019/10/2 13:43,test,,,2.52,0.97,1
2019/10/2 13:45,test,,,2.49,0.94,1
2019/10/2 13:46,test,,,2.46,0.97,1
2019/10/2 19:26,,,,2.63,0.56,1
2019/10/2 19:48,,,,5.02,1.17,1
2019/10/2 19:52,,,,2.59,0.58,1
2019/10/2 19:52,862ba96ca7595beb,24.11702628,120.6606647,6.22,1.37,1
2019/10/2 19:54,,,,2.61,0.57,1
2019/10/2 19:58,,,,2.59,0.61,1
2019/10/2 19:59,,,,2.59,0.58,1
2019/10/2 20:00,,,,2.59,0.59,1
2019/10/2 20:00,,,,2.6,0.58,1
2019/10/2 20:01,,,,2.66,0.55,1
2019/10/2 20:02,,,,2.63,0.55,1
2019/10/2 20:04,,,,2.58,0.59,1
2019/10/2 20:06,,,,2.62,0.58,1
2019/10/2 20:10,,,,2.65,0.55,1
2019/10/2 20:11,,,,2.57,0.61,1
2019/10/2 20:35,test,,,2.6,0.58,1
2019/10/2 20:41,test,,,2.64,0.55,1
2019/10/2 20:50,test,,,2.58,0.6,1
2019/10/2 20:50,test,,,2.58,0.57,1
2019/10/3 08:38,,,,2.62,0.56,1
2019/10/3 08:39,,,,2.58,0.6,1
2019/10/3 08:39,,,,2.6,0.58,1
2019/10/3 08:41,,,,2.6,0.57,1
2019/10/3 08:41,,,,2.66,0.55,1
2019/10/3 08:42,,,,2.6,0.58,1
2019/10/3 08:43,,,,2.59,0.59,1
2019/10/3 08:43,,,,2.58,0.6,1
2019/10/3 08:54,,,,2.59,0.61,1
2019/10/3 08:54,,,,2.62,0.56,1
2019/10/3 08:55,,,,2.59,0.58,1
2019/10/3 08:56,,,,2.61,0.58,1
2019/10/3 13:33,,,,2.58,0.61,1
2019/10/4 08:34,TARI,,,4.08,1.05,5
2019/10/4 08:34,TARI,,,3.04,1.04,5
2019/10/4 08:34,TARI,,,3.7,0.91,5
2019/10/4 08:34,TARI,,,3.58,1,5
2019/10/4 08:35,TARI,,,4.45,0.99,5
2019/10/4 08:37,TARI,,,5.01,0.9,5
2019/10/4 08:37,TARI,,,3.49,0.94,5
2019/10/4 08:38,TARI,,,3.95,1.11,5
2019/10/4 08:38,TARI,,,6.07,1.14,5
2019/10/4 08:38,TARI,,,6.79,1.23,5
2019/10/4 08:55,TARI,23.98460197,120.7021179,1.64,0.84,5
2019/10/4 08:55,TARI,23.98460197,120.7021179,5.7,1.4,5
2019/10/4 08:56,TARI,23.98458672,120.7021103,9.75,1.79,5
2019/10/4 08:56,TARI,23.98458672,120.7021103,3.39,0.98,5
2019/10/4 08:56,TARI,23.98458672,120.7021103,3,0.81,5
2019/10/4 09:08,?,,,43.98,3.56,1
2019/10/4 09:09,?,,,4.27,1.29,1
2019/10/4 09:10,H,,,1.1,0.67,1
2019/10/4 10:48,99999,24.7764,121.0416861,0,0,1
2019/10/4 10:50,Oooo,,,44.09,3.53,1
2019/10/4 10:53,Oooo,,,43.88,3.73,1
2019/10/4 10:54,88888,25.00131111,121.2288361,43.53,3.61,1
2019/10/4 11:00,H,,,1.29,0.63,1
2019/10/4 11:02,TARI,23.98460197,120.7021179,1.66,0.86,1
2019/10/4 11:08,TARI,23.98460197,120.7021179,1.63,0.87,5
2019/10/4 11:08,TARI,23.98460197,120.7021179,5.86,1.32,5
2019/10/4 11:09,TARI,23.98458672,120.7021103,9.78,1.79,5
2019/10/4 11:09,TARI,23.98458672,120.7021103,3.36,0.99,5
2019/10/4 11:09,TARI,23.98458672,120.7021103,3,0.8,5
2019/10/4 11:27,TARI,,,5.36,1.29,6
2019/10/4 11:28,TARI,,,4.45,1.24,6
2019/10/4 11:28,TARI,,,2.1,0.76,6
2019/10/4 11:28,TARI,,,5.99,1.49,6
2019/10/4 11:28,TARI,,,4.64,0.95,6
2019/10/4 11:28,TARI,,,9.42,1.52,6
2019/10/4 11:31,TARI,,,43.17,3.44,3
2019/10/4 11:31,TARI,,,5.88,1.47,3
2019/10/4 11:31,TARI,,,26.3,2.99,3
2019/10/5 13:42,862ba96ca7595beb,,,0.8,0.4,1
2019/10/5 13:42,862ba96ca7595beb,,,3.6,1.18,1
2019/10/5 13:43,862ba96ca7595beb,24.02985997,120.6940862,3.58,0.95,1
2019/10/5 13:44,862ba96ca7595beb,,,3.64,1.18,1
2019/10/5 16:17,a2f79a5733994e77,,,0.48,0.5,1
2019/10/5 16:17,a2f79a5733994e77,,,0,0,1
2019/10/5 16:17,a2f79a5733994e77,,,0,0,1
2019/10/5 16:17,a2f79a5733994e77,,,0,0,1
2019/10/5 16:18,a2f79a5733994e77,,,0,0,1
2019/10/5 16:18,a2f79a5733994e77,,,0.51,0.5,1
2019/10/5 21:23,804fce083bdeb2f6,,,0,0,1
2019/10/5 21:24,222,,,30.37,2.26,2
2019/10/5 21:24,222,,,35.02,2.34,2
2019/10/5 22:11,862ba96ca7595beb,,,0.8,0.4,1
2019/10/6 10:00,222,,,30.26,2.46,1
2019/10/6 11:04,22,,,34.25,2.3,1
2019/10/7 11:32,789,,,5.41,1.39,1
2019/10/7 13:41,Iu,,,43.83,3.72,1
2019/10/7 14:48,Ooo,,,43.88,3.57,1
2019/10/7 14:53,804fce083bdeb2f6,,,0,0,1
2019/10/7 14:54,804fce083bdeb2f6,,,0,0,1
2019/10/7 14:57,804fce083bdeb2f6,,,0,0,1
2019/10/7 14:58,804fce083bdeb2f6,,,0,0,1
2019/10/7 15:32,804fce083bdeb2f6,,,0,0,1
2019/10/7 15:56,804fce083bdeb2f6,24.7738285,121.0438461,0,0,1
2019/10/8 10:37,Hhh,24.77666667,121.0413889,0,0,1
2019/10/8 10:41,,24.77666667,121.0413889,0,0,1
2019/10/8 10:47,8acd985bb0c31b94,24.77666667,121.0416667,0,0,1
2019/10/8 10:48,8acd985bb0c31b94,24.77666667,121.0416667,0,0,1
2019/10/8 10:49,8acd985bb0c31b94,24.77666667,121.0413889,1.22,0.67,1
2019/10/8 10:53,8acd985bb0c31b94,24.77666667,121.0416667,3.38,0.96,1
2019/10/8 12:44,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:44,8acd985bb0c31b94,,,0.58,0.49,1
2019/10/8 12:44,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:44,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:44,8acd985bb0c31b94,,,0.5,0.5,1
2019/10/8 12:44,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:46,8acd985bb0c31b94,,,0.79,0.41,1
2019/10/8 12:46,8acd985bb0c31b94,,,0.61,0.49,1
2019/10/8 12:46,8acd985bb0c31b94,,,0.59,0.49,1
2019/10/8 12:47,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:47,8acd985bb0c31b94,,,0,0,1
2019/10/8 12:47,8acd985bb0c31b94,,,0.57,0.49,1
2019/10/8 12:47,8acd985bb0c31b94,,,0.5,0.5,1
2019/10/8 12:47,8acd985bb0c31b94,,,0.81,0.39,1
2019/10/8 12:48,Yyy,24.77666667,121.0416667,0.8,0.4,1
2019/10/8 12:50,Yy,24.77666667,121.0416667,0.61,0.49,4
2019/10/8 12:50,Yy,24.77666667,121.0416667,0,0,4
2019/10/8 12:50,Yy,24.77666667,121.0416667,0.58,0.49,4
2019/10/8 12:50,Yy,24.77666667,121.0416667,0,0,4
2019/10/8 13:31,8acd985bb0c31b94,24.77666667,121.0413889,2.22,0.72,1
2019/10/8 13:31,8acd985bb0c31b94,24.77666667,121.0413889,1.58,0.56,1
2019/10/8 13:31,8acd985bb0c31b94,,,0.97,0.69,1
2019/10/8 20:11,862ba96ca7595beb,24.14707019,120.669858,6.43,1.41,1
2019/10/8 20:13,862ba96ca7595beb,,,0,0,1
2019/10/8 20:13,862ba96ca7595beb,,,0,0,1
2019/10/8 20:13,862ba96ca7595beb,,,0,0,1
2019/10/8 20:13,862ba96ca7595beb,,,0,0,1
2019/10/8 20:13,862ba96ca7595beb,,,0,0,1
2019/10/8 20:13,862ba96ca7595beb,,,3.96,1.12,1
2019/10/8 20:13,862ba96ca7595beb,,,2.98,1.09,1
2019/10/8 20:13,862ba96ca7595beb,,,7.07,1.32,1
2019/10/8 20:13,862ba96ca7595beb,,,2.92,1.09,1
2019/10/8 20:13,862ba96ca7595beb,,,4.01,1.12,1
2019/10/8 20:13,862ba96ca7595beb,,,2.51,0.98,1
2019/10/8 20:13,862ba96ca7595beb,,,3.63,1.13,1
2019/10/8 20:13,862ba96ca7595beb,,,2.97,1.05,1
2019/10/8 20:13,862ba96ca7595beb,,,2.49,0.91,1
2019/10/8 20:13,862ba96ca7595beb,,,5.76,1.46,1
2019/10/9 11:23,862ba96ca7595beb,24.02985519,120.6942069,1.87,0.77,1
2019/10/14 08:27,862ba96ca7595beb,,,0,0,1
2019/10/14 08:27,862ba96ca7595beb,,,0.63,0.48,1
2019/10/14 08:29,862ba96ca7595beb,24.03320519,120.6929902,1.21,0.67,1
2019/10/15 09:06,862ba96ca7595beb,24.02858619,120.6914648,2.13,0.76,1
2019/10/15 09:33,862ba96ca7595beb,24.02850028,120.6894834,0.61,0.49,1
2019/10/15 09:35,862ba96ca7595beb,24.02863119,120.6918178,4,0.84,1
2019/10/15 09:36,862ba96ca7595beb,24.02886178,120.6912503,3.07,0.83,1
2019/10/15 10:44,862ba96ca7595beb,,,3.29,0.75,1
2019/10/15 10:44,862ba96ca7595beb,,,0,0,1
2019/10/15 10:44,862ba96ca7595beb,,,4.02,0.85,1
2019/10/15 10:44,862ba96ca7595beb,,,1.06,0.71,1
2019/10/15 10:44,862ba96ca7595beb,,,0.51,0.5,1
2019/10/15 10:44,862ba96ca7595beb,,,2.7,0.89,1
2019/10/15 10:44,862ba96ca7595beb,,,2.92,1.08,1
2019/10/15 10:44,862ba96ca7595beb,,,4.18,1.22,1
2019/10/15 10:44,862ba96ca7595beb,,,0.72,0.45,1
2019/10/15 10:45,862ba96ca7595beb,,,1.82,0.82,1
2019/10/15 10:45,862ba96ca7595beb,,,1.31,0.66,1
2019/10/15 10:45,862ba96ca7595beb,,,2.51,0.89,1
2019/10/15 10:45,862ba96ca7595beb,,,1.19,0.68,1
2019/10/15 10:45,862ba96ca7595beb,,,2.65,0.86,1
2019/10/15 10:54,,24.04151078,120.6924193,0.6,0.49,15
2019/10/15 10:54,,24.02843728,120.6890062,5.43,1.45,15
2019/10/15 10:54,,24.02843728,120.6890062,0.7,0.46,15
2019/10/15 10:54,,24.04151078,120.6924193,4.02,1.25,15
2019/10/15 10:54,,24.04151078,120.6924193,3.38,1.05,15
2019/10/15 10:54,,24.04151078,120.6924193,6.49,1.5,15
2019/10/15 10:54,,24.04151078,120.6924193,3.74,0.9,15
2019/10/15 10:55,,24.04151078,120.6924193,2.98,1.12,15
2019/10/15 10:55,,24.04151078,120.6924193,1.61,0.85,15
2019/10/15 10:55,,24.04151078,120.6924193,2.36,0.95,15
2019/10/15 10:55,,24.04151078,120.6924193,2.88,1.08,15
2019/10/15 10:55,,24.04151078,120.6924193,2.12,0.74,15
2019/10/15 10:55,,24.04151078,120.6924193,5.19,1.23,15
2019/10/15 10:55,,24.04151078,120.6924193,0.6,0.49,1
2019/10/15 10:55,,24.04151078,120.6924193,3.93,1.13,15
2019/10/15 10:55,,24.04151078,120.6924193,5.85,1.4,15
2019/10/15 10:57,TARI,,,10.59,1.96,2
2019/10/15 10:57,TARI,,,5.84,1.49,2
2019/10/15 10:59,TARI,24.03127098,120.692215,2.53,1,2
2019/10/15 10:59,,24.04151078,120.6924193,0.58,0.49,1
2019/10/15 11:00,TARI,24.03119659,120.6922913,3.42,0.99,2
2019/10/15 11:10,TARI,24.04151078,120.6924193,0.61,0.49,19
2019/10/15 11:10,TARI,24.02843728,120.6890062,5.54,1.42,19
2019/10/15 11:10,TARI,24.02843728,120.6890062,0.71,0.45,19
2019/10/15 11:10,TARI,24.04151078,120.6924193,4,1.29,19
2019/10/15 11:10,TARI,24.04151078,120.6924193,3.4,1.01,19
2019/10/15 11:10,TARI,24.04151078,120.6924193,6.44,1.46,19
2019/10/15 11:10,TARI,24.04151078,120.6924193,3.65,0.95,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,3.03,1.09,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,1.6,0.84,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,2.32,1.01,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,2.85,1.07,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,2.06,0.79,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,5.22,1.26,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,3.93,1.13,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,5.86,1.41,19
2019/10/15 11:11,TARI,24.04151078,120.6924193,1.82,0.83,1
2019/10/15 11:11,TARI,24.04151078,120.6924193,3.29,1.21,19
2019/10/15 11:12,TARI,24.04151078,120.6924193,2.66,0.89,19
2019/10/15 11:12,TARI,,,1.54,0.85,19
2019/10/15 11:12,TARI,24.04151078,120.6924193,4.89,1.17,19
2019/10/15 11:14,rice102,24.04151078,120.6924193,3.29,1.2,1
2019/10/15 11:21,rice102,24.02886178,120.6912503,3.32,0.75,1
2019/10/15 11:33,rice102-1081015-1-1-15,24.04151078,120.6924193,0.61,0.49,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.02843728,120.6890062,5.56,1.43,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.02843728,120.6890062,0.68,0.47,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,4.01,1.25,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,3.42,1.05,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,6.43,1.49,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,3.67,0.91,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,3.06,1.04,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,1.57,0.87,15
2019/10/15 11:34,rice102-1081015-1-1-15,24.04151078,120.6924193,2.3,0.99,15
2019/10/15 11:35,rice102-1081015-1-1-15,24.04151078,120.6924193,2.77,1.15,15
2019/10/15 11:35,rice102-1081015-1-1-15,24.04151078,120.6924193,2.08,0.78,15
2019/10/15 11:35,rice102-1081015-1-1-15,24.04151078,120.6924193,5.19,1.29,15
2019/10/15 11:35,rice102-1081015-1-1-15,24.04151078,120.6924193,3.85,1.14,15
2019/10/15 11:35,rice102-1081015-1-1-15,24.04151078,120.6924193,5.92,1.33,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,3.34,1.2,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,2.7,0.91,15
2019/10/15 11:43,rice102-1081015-1-16-30,,,1.5,0.85,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,5.04,1.16,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,3.27,1.02,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,4.17,1.07,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,1.49,0.86,15
2019/10/15 11:43,rice102-1081015-1-16-30,24.04151078,120.6924193,5.55,1.23,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,1.79,0.84,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,3.28,1.21,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,2.63,0.94,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,3.38,1.05,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,4.19,1.08,15
2019/10/15 11:44,rice102-1081015-1-16-30,24.04151078,120.6924193,1.18,0.69,15
2019/10/15 11:44,rice102-1081015-1-16-30,,,2.4,0.68,15
2019/10/15 11:52,rice102-1081015-1-16-30,24.04151078,120.6924193,3.28,1.22,15
2019/10/15 11:52,rice102-1081015-1-16-30,24.04151078,120.6924193,2.69,0.93,15
2019/10/15 11:52,rice102-1081015-1-16-30,,,1.5,0.88,15
2019/10/15 11:52,rice102-1081015-1-16-30,24.04151078,120.6924193,5,1.11,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,3.29,1.03,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,4.17,1.06,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,1.5,0.86,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,5.58,1.25,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,1.78,0.82,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,3.29,1.17,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,2.6,0.94,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,3.35,1.04,15
2019/10/15 11:53,rice102-1081015-1-16-30,24.04151078,120.6924193,4.22,1.02,15
2019/10/15 11:54,rice102-1081015-1-16-30,24.04151078,120.6924193,1.23,0.69,15
2019/10/15 11:54,rice102-1081015-1-16-30,,,2.41,0.67,15
2019/10/15 13:23,862ba96ca7595beb,24.02987078,120.6941139,3.87,1.09,1
2019/10/15 13:24,a2f79a5733994e77,,,0,0,1
2019/10/15 13:24,862ba96ca7595beb,24.02914169,120.6948035,1.55,0.83,1
2019/10/15 13:25,862ba96ca7595beb,,,3.15,1.02,1
2019/10/15 13:25,862ba96ca7595beb,,,0,0,1
2019/10/15 13:25,862ba96ca7595beb,,,3.92,0.9,1
2019/10/15 13:26,a2f79a5733994e77,,,0.89,0.32,1
2019/10/15 13:26,a2f79a5733994e77,,,0.7,0.46,1
2019/10/15 13:26,a2f79a5733994e77,,,0.71,0.45,1
2019/10/15 13:26,a2f79a5733994e77,,,2.82,0.84,1
2019/10/15 13:26,a2f79a5733994e77,,,0,0,1
2019/10/15 13:26,a2f79a5733994e77,,,0.71,0.45,1
2019/10/15 13:30,a2f79a5733994e77,24.02991278,120.6941003,0.47,0.5,1
2019/10/15 13:31,a2f79a5733994e77,24.02991278,120.6941003,2.59,0.93,1
2019/10/15 13:46,1081????,24.03128052,120.6922531,1.69,0.84,7
2019/10/15 13:46,1081????,24.03125954,120.6922226,2.47,0.95,7
2019/10/15 13:46,1081????,24.03125954,120.6922226,1.2,0.69,7
2019/10/15 13:47,1081????,24.03125954,120.6922226,2.76,0.86,7
2019/10/15 13:47,1081????,24.03125954,120.6922226,3.7,1.14,7
2019/10/15 13:47,1081????,24.03125954,120.6922226,2.73,0.85,7
2019/10/15 13:47,1081????,24.03125954,120.6922226,1.52,0.6,7
2019/10/15 15:19,rice102-1081015-1-31-45,,,3.8,1.16,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,0.71,0.46,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,1.29,0.68,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,2.99,0.83,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,6.15,1.3,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,4.1,1.08,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,3.62,1.19,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,3.04,1.05,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,1.33,0.67,15
2019/10/15 15:20,rice102-1081015-1-31-45,24.04151078,120.6924193,4.71,1.32,15
2019/10/15 15:21,rice102-1081015-1-31-45,24.04151078,120.6924193,5.89,1.18,15
2019/10/15 15:21,rice102-1081015-1-31-45,24.04151078,120.6924193,0.5,0.5,15
2019/10/15 15:21,rice102-1081015-1-31-45,24.04151078,120.6924193,2.84,0.9,15
2019/10/15 15:21,rice102-1081015-1-31-45,24.04151078,120.6924193,2.39,0.95,15
2019/10/15 15:21,rice102-1081015-1-31-45,24.04151078,120.6924193,1.39,0.6,15
2019/10/15 15:27,rice102,24.04151078,120.6924193,2.82,0.87,1
2019/10/15 15:31,rice102-1081015-1-31-45,,,3.77,1.14,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,0.7,0.46,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,1.3,0.68,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,3.04,0.78,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,6.09,1.33,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,4.09,1.09,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,3.55,1.2,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,2.96,1.08,15
2019/10/15 15:31,rice102-1081015-1-31-45,24.04151078,120.6924193,1.29,0.68,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,4.68,1.32,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,5.91,1.17,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,0.48,0.5,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,2.8,0.88,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,2.37,0.95,15
2019/10/15 15:32,rice102-1081015-1-31-45,24.04151078,120.6924193,1.39,0.6,15
2019/10/16 08:21,FCS,,,0.8,0.4,3
2019/10/16 08:21,FCS,,,0.47,0.5,3
2019/10/16 08:21,FCS,,,0,0,3
2019/10/16 08:27,rice102,24.04151078,120.6924193,2.81,0.88,1
2019/10/16 08:28,FCS,22.64638889,120.6180556,1.11,0.7,1
2019/10/16 08:31,rice102-3-photos-test,24.04151078,120.6924193,1.19,0.7,3
2019/10/16 08:31,rice102-3-photos-test,,,2.57,1.1,3
2019/10/16 08:31,rice102-3-photos-test,24.02859758,120.6917392,3.23,1.01,3
2019/10/16 08:33,rice102-2-photos-test,24.04151078,120.6924193,1.19,0.72,2
2019/10/16 08:34,rice102-2-photos-test,24.02859758,120.6917392,3.22,1.06,2
2019/10/16 08:50,,24.04151078,120.6924193,3.33,1.24,5
2019/10/16 08:51,,24.04151078,120.6924193,2.72,0.88,5
2019/10/16 08:51,,24.04151078,120.6924193,5.03,1.11,5
2019/10/16 08:51,,24.04151078,120.6924193,3.24,1.03,5
2019/10/16 08:51,,24.04151078,120.6924193,4.2,1.07,5
2019/10/16 08:53,rice102-5-photos-test,24.04151078,120.6924193,3.35,1.17,5
2019/10/16 08:53,rice102-5-photos-test,24.04151078,120.6924193,2.69,0.88,5
2019/10/16 08:53,rice102-5-photos-test,24.04151078,120.6924193,5.03,1.09,5
2019/10/16 08:53,rice102-5-photos-test,24.04151078,120.6924193,3.33,1.01,5
2019/10/16 08:53,rice102-5-photos-test,24.04151078,120.6924193,4.22,1.04,5
2019/10/16 08:55,rice102-10-photos-test,24.04151078,120.6924193,1.51,0.87,10
2019/10/16 08:55,rice102-10-photos-test,24.04151078,120.6924193,5.54,1.22,10
2019/10/16 08:55,rice102-10-photos-test,24.04151078,120.6924193,1.79,0.84,10
2019/10/16 08:55,rice102-10-photos-test,24.04151078,120.6924193,3.27,1.17,10
2019/10/16 08:55,rice102-10-photos-test,24.04151078,120.6924193,2.56,0.91,10
2019/10/16 08:56,rice102-10-photos-test,24.04151078,120.6924193,3.45,1.05,10
2019/10/16 08:56,rice102-10-photos-test,24.04151078,120.6924193,4.19,1.06,10
2019/10/16 08:56,rice102-10-photos-test,24.04151078,120.6924193,1.21,0.67,10
2019/10/16 08:56,rice102-10-photos-test,24.04151078,120.6924193,0.68,0.47,10
2019/10/16 08:56,rice102-10-photos-test,24.04151078,120.6924193,1.32,0.69,10
2019/10/16 08:58,rice102-15-photos-test,24.04151078,120.6924193,2.99,0.81,15
2019/10/16 08:58,rice102-15-photos-test,24.04151078,120.6924193,6.16,1.28,15
2019/10/16 08:58,rice102-15-photos-test,24.04151078,120.6924193,4.03,1.1,15
2019/10/16 08:58,rice102-15-photos-test,24.04151078,120.6924193,3.52,1.16,15
2019/10/16 08:58,rice102-15-photos-test,24.04151078,120.6924193,3.01,1.01,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,1.3,0.67,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,4.68,1.33,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,5.91,1.19,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,0.48,0.5,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,2.83,0.89,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,2.38,0.97,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,1.36,0.59,15
2019/10/16 08:59,rice102-15-photos-test,24.04151078,120.6924193,0,0,15
